packet_id,timestamp_ms,temperature,pressure,voltage,status,wall_time
50,5029,23.27,1013.4178,3.3556,1,2026-05-27T18:32:54.233386
51,5129,23.355,1013.5022,3.3334,1,2026-05-27T18:32:54.333884
52,5230,23.4048,1013.5086,3.341,1,2026-05-27T18:32:54.434520
53,5330,23.5549,1013.5938,3.3422,1,2026-05-27T18:32:54.534827
54,5431,23.4885,1013.5438,3.3477,1,2026-05-27T18:32:54.635643
55,5531,23.5451,1013.5424,3.3476,1,2026-05-27T18:32:54.736233
56,5632,23.5817,1013.5576,3.3372,1,2026-05-27T18:32:54.836424
57,5732,23.5721,1013.5988,3.3519,1,2026-05-27T18:32:54.936753
58,5833,23.7177,1013.6301,3.3538,1,2026-05-27T18:32:55.037277
59,5933,23.7072,1013.6438,3.3442,1,2026-05-27T18:32:55.137821
60,6034,23.6302,1013.6351,3.3477,1,2026-05-27T18:32:55.238652
61,6134,23.7115,1013.5775,3.3501,1,2026-05-27T18:32:55.338963
62,6235,23.743,1013.6459,3.3477,1,2026-05-27T18:32:55.439480
63,6335,23.7982,1013.7021,3.3512,1,2026-05-27T18:32:55.539963
64,6436,23.8048,1013.6484,3.3573,1,2026-05-27T18:32:55.640610
65,6536,23.8015,1013.6348,3.3466,1,2026-05-27T18:32:55.741233
66,6637,23.7618,1013.6568,3.3486,1,2026-05-27T18:32:55.841672
67,6737,23.9718,1013.5828,3.3645,1,2026-05-27T18:32:55.942242
68,6838,23.9219,1013.6412,3.3314,1,2026-05-27T18:32:56.042835
69,6939,23.7594,1013.6471,3.3484,1,2026-05-27T18:32:56.143366
70,7039,23.8611,1013.6846,3.3497,1,2026-05-27T18:32:56.243759
71,7139,23.8602,1013.7177,3.3501,1,2026-05-27T18:32:56.344012
72,7240,24.0318,1013.8131,3.3548,1,2026-05-27T18:32:56.444506
73,7340,24.075,1013.7278,3.3427,1,2026-05-27T18:32:56.545085
74,7441,24.1171,1013.6726,3.3273,1,2026-05-27T18:32:56.645654
75,7542,23.9402,1013.7144,3.3521,1,2026-05-27T18:32:56.746347
76,7642,23.9508,1013.7093,3.3567,1,2026-05-27T18:32:56.847543
77,7743,23.9351,1013.8223,3.3315,1,2026-05-27T18:32:56.948424
78,7844,24.2748,1013.7134,3.3573,1,2026-05-27T18:32:57.048718
79,7944,24.2291,1013.7668,3.357,1,2026-05-27T18:32:57.148969
80,8045,24.1866,1013.8074,3.3384,1,2026-05-27T18:32:57.249495
81,8145,24.1407,1013.7278,3.3389,1,2026-05-27T18:32:57.349892
82,8245,24.0485,1013.8378,3.3557,1,2026-05-27T18:32:57.450279
83,8346,24.2585,1013.7375,3.36,1,2026-05-27T18:32:57.550767
84,8446,24.2392,1013.8674,3.3535,1,2026-05-27T18:32:57.650987
85,8547,24.3224,1013.8226,3.3428,1,2026-05-27T18:32:57.751604
86,8647,24.2644,1013.9237,3.3537,1,2026-05-27T18:32:57.852002
87,8748,24.4185,1013.8242,3.3416,1,2026-05-27T18:32:57.952314
88,8848,24.3331,1013.7839,3.347,1,2026-05-27T18:32:58.052930
89,8949,24.5088,1013.7978,3.3522,1,2026-05-27T18:32:58.153623
90,9049,24.2751,1013.8567,3.3581,1,2026-05-27T18:32:58.253902
91,9149,24.4157,1013.8765,3.3388,1,2026-05-27T18:32:58.354200
92,9250,24.4498,1013.8766,3.3636,1,2026-05-27T18:32:58.454966
93,9351,24.2453,1013.8544,3.3399,1,2026-05-27T18:32:58.555402
94,9451,24.6105,1013.9557,3.3402,1,2026-05-27T18:32:58.655606
95,9551,24.3697,1013.8752,3.323,1,2026-05-27T18:32:58.756134
96,9652,24.5257,1013.9023,3.354,1,2026-05-27T18:32:58.856634
97,9752,24.42,1013.9203,3.3352,1,2026-05-27T18:32:58.957003
98,9853,24.6409,1014.0142,3.3495,1,2026-05-27T18:32:59.057362
99,9953,24.6725,1014.0226,3.3406,1,2026-05-27T18:32:59.157880
